,urn,component,size,size_hh,n
0,95108,7,1,109,6
0,127257,8,1,255,6
0,95051,9,1,80,6
0,95103,10,1,15,6
0,95057,11,1,86,6
0,95053,12,1,80,6
0,95025,13,1,75,6
0,95047,14,1,111,6
0,95038,15,1,95,6
0,95059,16,1,110,6
0,136176,17,1,39,6
0,95033,18,1,135,6
0,95054,19,1,72,6
0,95058,20,1,99,6
0,134849,21,1,79,6
0,95034,22,1,141,6
0,95041,23,1,92,6
0,95043,24,1,100,6
0,95052,25,1,93,6
0,95021,26,1,167,6
0,95027,27,1,80,6
0,95019,28,1,12,6
0,95060,29,1,108,6
0,95026,30,1,86,6
0,95024,31,1,93,6
0,95042,32,1,89,6
0,95040,33,1,91,6
0,131819,34,1,38,6
0,95044,35,1,79,6
0,95018,36,1,16,6
0,129655,37,1,3,6
0,95104,38,1,11,6
0,135698,39,1,128,6
0,132193,1,14,3456,7
1,95020,1,14,3456,7
2,95031,1,14,3456,7
3,95024,1,14,3456,7
4,95058,1,14,3456,7
5,95059,1,14,3456,7
6,95027,1,14,3456,7
7,95061,1,14,3456,7
8,95062,1,14,3456,7
9,95033,1,14,3456,7
10,95064,1,14,3456,7
11,127257,1,14,3456,7
12,95068,1,14,3456,7
13,95037,1,14,3456,7
0,95065,2,3,1164,7
1,95066,2,3,1164,7
2,95023,2,3,1164,7
0,95108,3,4,872,7
1,95060,3,4,872,7
2,95022,3,4,872,7
3,95071,3,4,872,7
0,95048,4,3,585,7
1,125354,4,3,585,7
2,95063,4,3,585,7
0,95049,5,2,355,7
1,95067,5,2,355,7
0,95030,6,1,141,7
0,95035,7,1,184,7
0,95051,8,1,80,7
0,95103,9,1,15,7
0,95057,10,1,86,7
0,95053,11,1,80,7
0,95025,12,1,75,7
0,95047,13,1,111,7
0,95045,14,1,94,7
0,95038,15,1,95,7
0,136176,16,1,39,7
0,95032,17,1,167,7
0,95054,18,1,72,7
0,95056,19,1,84,7
0,134849,20,1,79,7
0,95034,21,1,141,7
0,95041,22,1,92,7
0,95043,23,1,100,7
0,95052,24,1,93,7
0,95021,25,1,167,7
0,95055,26,1,88,7
0,95019,27,1,12,7
0,95039,28,1,96,7
0,95046,29,1,86,7
0,95026,30,1,86,7
0,95042,31,1,89,7
0,95040,32,1,91,7
0,131819,33,1,38,7
0,95044,34,1,79,7
0,95018,35,1,16,7
0,129655,36,1,3,7
0,95104,37,1,11,7
0,135698,38,1,128,7
0,95108,1,19,4754,8
1,127257,1,19,4754,8
2,95022,1,19,4754,8
3,95024,1,19,4754,8
4,95026,1,19,4754,8
5,95032,1,19,4754,8
6,95033,1,19,4754,8
7,95034,1,19,4754,8
8,95035,1,19,4754,8
9,95037,1,19,4754,8
10,95039,1,19,4754,8
11,95045,1,19,4754,8
12,95061,1,19,4754,8
13,95062,1,19,4754,8
14,95063,1,19,4754,8
15,95064,1,19,4754,8
16,95065,1,19,4754,8
17,95066,1,19,4754,8
18,95068,1,19,4754,8
0,95071,2,1,503,8
0,132193,3,1,491,8
0,95041,4,3,507,8
1,95057,4,3,507,8
2,95067,4,3,507,8
0,95030,5,1,141,8
0,125354,6,1,77,8
0,95051,7,1,80,8
0,95103,8,1,15,8
0,95053,9,1,80,8
0,95025,10,1,75,8
0,95047,11,1,111,8
0,95038,12,1,95,8
0,95020,13,1,128,8
0,95059,14,1,110,8
0,136176,15,1,39,8
0,95031,16,1,153,8
0,95054,17,1,72,8
0,95058,18,1,99,8
0,95056,19,1,84,8
0,134849,20,1,79,8
0,95043,21,1,100,8
0,95023,22,1,160,8
0,95052,23,1,93,8
0,95021,24,1,167,8
0,95055,25,1,88,8
0,95027,26,1,80,8
0,95019,27,1,12,8
0,95046,28,1,86,8
0,95060,29,1,108,8
0,95042,30,1,89,8
0,95040,31,1,91,8
0,131819,32,1,38,8
0,95048,33,1,66,8
0,95044,34,1,79,8
0,95049,35,1,14,8
0,95018,36,1,16,8
0,129655,37,1,3,8
0,95104,38,1,11,8
0,135698,39,1,128,8
0,95064,1,1,605,9
0,125354,2,21,4812,9
1,95020,2,21,4812,9
2,95022,2,21,4812,9
3,95023,2,21,4812,9
4,95024,2,21,4812,9
5,95026,2,21,4812,9
6,95030,2,21,4812,9
7,95031,2,21,4812,9
8,95032,2,21,4812,9
9,95033,2,21,4812,9
10,95034,2,21,4812,9
11,95035,2,21,4812,9
12,95037,2,21,4812,9
13,95051,2,21,4812,9
14,95061,2,21,4812,9
15,95062,2,21,4812,9
16,95063,2,21,4812,9
17,95065,2,21,4812,9
18,95066,2,21,4812,9
19,95068,2,21,4812,9
20,95071,2,21,4812,9
0,132193,3,3,825,9
1,95058,3,3,825,9
2,127257,3,3,825,9
0,95041,4,3,534,9
1,95067,4,3,534,9
2,95047,4,3,534,9
0,95108,5,1,109,9
0,95103,6,1,15,9
0,95057,7,1,86,9
0,95053,8,1,80,9
0,95025,9,1,75,9
0,95045,10,1,94,9
0,95038,11,1,95,9
0,95059,12,1,110,9
0,136176,13,1,39,9
0,95054,14,1,72,9
0,95056,15,1,84,9
0,134849,16,1,79,9
0,95043,17,1,100,9
0,95052,18,1,93,9
0,95021,19,1,167,9
0,95055,20,1,88,9
0,95027,21,1,80,9
0,95019,22,1,12,9
0,95039,23,1,96,9
0,95046,24,1,86,9
0,95060,25,1,108,9
0,95042,26,1,89,9
0,95040,27,1,91,9
0,131819,28,1,38,9
0,95048,29,1,66,9
0,95044,30,1,79,9
0,95049,31,1,14,9
0,95018,32,1,16,9
0,129655,33,1,3,9
0,95104,34,1,11,9
0,135698,35,1,128,9
0,132193,1,15,4131,10
1,95108,1,15,4131,10
2,95019,1,15,4131,10
3,95031,1,15,4131,10
4,95021,1,15,4131,10
5,95024,1,15,4131,10
6,95056,1,15,4131,10
7,95061,1,15,4131,10
8,95062,1,15,4131,10
9,95033,1,15,4131,10
10,95064,1,15,4131,10
11,95065,1,15,4131,10
12,95066,1,15,4131,10
13,95068,1,15,4131,10
14,95037,1,15,4131,10
0,95071,2,1,503,10
0,95027,3,3,650,10
1,95030,3,3,650,10
2,95063,3,3,650,10
0,95032,4,3,590,10
1,95041,4,3,590,10
2,95067,4,3,590,10
0,95022,5,1,157,10
0,125354,6,1,77,10
0,95035,7,1,184,10
0,127257,8,1,255,10
0,95051,9,1,80,10
0,95103,10,1,15,10
0,95057,11,1,86,10
0,95053,12,1,80,10
0,95025,13,1,75,10
0,95047,14,1,111,10
0,95045,15,1,94,10
0,95038,16,1,95,10
0,95020,17,1,128,10
0,95059,18,1,110,10
0,136176,19,1,39,10
0,95054,20,1,72,10
0,95058,21,1,99,10
0,134849,22,1,79,10
0,95034,23,1,141,10
0,95043,24,1,100,10
0,95023,25,1,160,10
0,95052,26,1,93,10
0,95055,27,1,88,10
0,95039,28,1,96,10
0,95046,29,1,86,10
0,95060,30,1,108,10
0,95026,31,1,86,10
0,95042,32,1,89,10
0,95040,33,1,91,10
0,131819,34,1,38,10
0,95048,35,1,66,10
0,95044,36,1,79,10
0,95049,37,1,14,10
0,95018,38,1,16,10
0,129655,39,1,3,10
0,95104,40,1,11,10
0,135698,41,1,128,10
0,132193,1,5,1520,11
1,95058,1,5,1520,11
2,95059,1,5,1520,11
3,95064,1,5,1520,11
4,127257,1,5,1520,11
0,95108,2,20,4301,11
1,95020,2,20,4301,11
2,95022,2,20,4301,11
3,95024,2,20,4301,11
4,95025,2,20,4301,11
5,95030,2,20,4301,11
6,95032,2,20,4301,11
7,95033,2,20,4301,11
8,95034,2,20,4301,11
9,95039,2,20,4301,11
10,95045,2,20,4301,11
11,95052,2,20,4301,11
12,95056,2,20,4301,11
13,95061,2,20,4301,11
14,95062,2,20,4301,11
15,95063,2,20,4301,11
16,95065,2,20,4301,11
17,95066,2,20,4301,11
18,95067,2,20,4301,11
19,95068,2,20,4301,11
0,95071,3,1,503,11
0,125354,4,1,77,11
0,95035,5,1,184,11
0,95051,6,1,80,11
0,95103,7,1,15,11
0,95057,8,1,86,11
0,95053,9,1,80,11
0,95047,10,1,111,11
0,95037,11,2,326,11
1,95031,11,2,326,11
0,95038,12,1,95,11
0,136176,13,1,39,11
0,95054,14,1,72,11
0,134849,15,1,79,11
0,95041,16,1,92,11
0,95043,17,1,100,11
0,95023,18,1,160,11
0,95021,19,1,167,11
0,95055,20,1,88,11
0,95027,21,1,80,11
0,95019,22,1,12,11
0,95046,23,1,86,11
0,95060,24,1,108,11
0,95026,25,1,86,11
0,95042,26,1,89,11
0,95040,27,1,91,11
0,131819,28,1,38,11
0,95048,29,1,66,11
0,95044,30,1,79,11
0,95049,31,1,14,11
0,95018,32,1,16,11
0,129655,33,1,3,11
0,95104,34,1,11,11
0,135698,35,1,128,11
0,132193,1,18,4313,12
1,95108,1,18,4313,12
2,95020,1,18,4313,12
3,95063,1,18,4313,12
4,95055,1,18,4313,12
5,95024,1,18,4313,12
6,95057,1,18,4313,12
7,95027,1,18,4313,12
8,95061,1,18,4313,12
9,95062,1,18,4313,12
10,95033,1,18,4313,12
11,95064,1,18,4313,12
12,127257,1,18,4313,12
13,95034,1,18,4313,12
14,95067,1,18,4313,12
15,95068,1,18,4313,12
16,95037,1,18,4313,12
17,95038,1,18,4313,12
0,95032,2,3,770,12
1,95065,2,3,770,12
2,95039,2,3,770,12
0,95031,3,2,654,12
1,95071,3,2,654,12
0,95066,4,3,768,12
1,95035,4,3,768,12
2,95045,4,3,768,12
0,95019,5,2,152,12
1,95030,5,2,152,12
0,95022,6,1,157,12
0,125354,7,1,77,12
0,95051,8,1,80,12
0,95103,9,1,15,12
0,95053,10,1,80,12
0,95025,11,1,75,12
0,95047,12,1,111,12
0,95059,13,1,110,12
0,136176,14,1,39,12
0,95054,15,1,72,12
0,95058,16,1,99,12
0,95056,17,1,84,12
0,134849,18,1,79,12
0,95041,19,1,92,12
0,95043,20,1,100,12
0,95023,21,1,160,12
0,95052,22,1,93,12
0,95021,23,1,167,12
0,95046,24,1,86,12
0,95060,25,1,108,12
0,95026,26,1,86,12
0,95042,27,1,89,12
0,95040,28,1,91,12
0,131819,29,1,38,12
0,95048,30,1,66,12
0,95044,31,1,79,12
0,95049,32,1,14,12
0,95018,33,1,16,12
0,129655,34,1,3,12
0,95104,35,1,11,12
0,135698,36,1,128,12
0,95108,1,22,5506,13
1,127257,1,22,5506,13
2,95030,1,22,5506,13
3,95032,1,22,5506,13
4,95033,1,22,5506,13
5,95034,1,22,5506,13
6,95037,1,22,5506,13
7,95044,1,22,5506,13
8,95054,1,22,5506,13
9,95056,1,22,5506,13
10,95057,1,22,5506,13
11,95058,1,22,5506,13
12,95060,1,22,5506,13
13,95061,1,22,5506,13
14,95062,1,22,5506,13
15,95063,1,22,5506,13
16,95064,1,22,5506,13
17,95065,1,22,5506,13
18,95066,1,22,5506,13
19,95067,1,22,5506,13
20,95068,1,22,5506,13
21,132193,1,22,5506,13
0,95053,2,2,582,13
1,95071,2,2,582,13
0,95022,3,1,157,13
0,125354,4,1,77,13
0,95035,5,1,184,13
0,95051,6,1,80,13
0,95103,7,1,15,13
0,95025,8,1,75,13
0,95047,9,1,111,13
0,95045,10,1,94,13
0,95040,11,2,184,13
1,95038,11,2,184,13
0,95020,12,1,128,13
0,95059,13,1,110,13
0,136176,14,1,39,13
0,95031,15,1,153,13
0,134849,16,1,79,13
0,95041,17,1,92,13
0,95043,18,1,100,13
0,95023,19,1,160,13
0,95052,20,1,93,13
0,95021,21,1,167,13
0,95055,22,1,88,13
0,95027,23,1,80,13
0,95019,24,1,12,13
0,95039,25,1,96,13
0,95046,26,1,86,13
0,95026,27,1,86,13
0,95024,28,1,93,13
0,95042,29,1,89,13
0,131819,30,1,38,13
0,95048,31,1,66,13
0,95049,32,1,14,13
0,95018,33,1,16,13
0,129655,34,1,3,13
0,95104,35,1,11,13
0,135698,36,1,128,13
0,132193,1,5,1590,14
1,95032,1,5,1590,14
2,95059,1,5,1590,14
3,95064,1,5,1590,14
4,127257,1,5,1590,14
0,95065,2,1,516,14
0,95071,3,1,503,14
0,95022,4,6,1389,14
1,95056,4,6,1389,14
2,95024,4,6,1389,14
3,95062,4,6,1389,14
4,95068,4,6,1389,14
5,95037,4,6,1389,14
0,95033,5,4,1047,14
1,95034,5,4,1047,14
2,95061,5,4,1047,14
3,95063,5,4,1047,14
0,95041,6,8,1429,14
1,95035,6,8,1429,14
2,95049,6,8,1429,14
3,95051,6,8,1429,14
4,95060,6,8,1429,14
5,95030,6,8,1429,14
6,95066,6,8,1429,14
7,95067,6,8,1429,14
0,95108,7,1,109,14
0,125354,8,1,77,14
0,95103,9,1,15,14
0,95057,10,1,86,14
0,95053,11,1,80,14
0,95025,12,1,75,14
0,95047,13,1,111,14
0,95045,14,1,94,14
0,95038,15,1,95,14
0,95020,16,1,128,14
0,136176,17,1,39,14
0,95031,18,1,153,14
0,95054,19,1,72,14
0,95058,20,1,99,14
0,134849,21,1,79,14
0,95043,22,1,100,14
0,95023,23,1,160,14
0,95052,24,2,95,14
1,129655,24,2,95,14
0,95021,25,1,167,14
0,95055,26,1,88,14
0,95027,27,1,80,14
0,95019,28,1,12,14
0,95039,29,1,96,14
0,95046,30,1,86,14
0,95026,31,1,86,14
0,95042,32,1,89,14
0,95040,33,1,91,14
0,131819,34,1,38,14
0,95048,35,1,66,14
0,95044,36,1,79,14
0,95018,37,1,16,14
0,95104,38,1,11,14
0,135698,39,1,128,14
0,95064,1,3,1152,15
1,95068,1,3,1152,15
2,95021,1,3,1152,15
0,95044,2,14,3619,15
1,95108,2,14,3619,15
2,95045,2,14,3619,15
3,95063,2,14,3619,15
4,95025,2,14,3619,15
5,95027,2,14,3619,15
6,95061,2,14,3619,15
7,95062,2,14,3619,15
8,95033,2,14,3619,15
9,95065,2,14,3619,15
10,95066,2,14,3619,15
11,95035,2,14,3619,15
12,95034,2,14,3619,15
13,95071,2,14,3619,15
0,132193,3,4,913,15
1,95042,3,4,913,15
2,95058,3,4,913,15
3,127257,3,4,913,15
0,95067,4,1,344,15
0,95030,5,1,141,15
0,95022,6,1,157,15
0,95048,7,2,139,15
1,125354,7,2,139,15
0,95051,8,1,80,15
0,95103,9,1,15,15
0,95057,10,1,86,15
0,95053,11,1,80,15
0,95047,12,1,111,15
0,95037,13,1,174,15
0,95038,14,1,95,15
0,95020,15,1,128,15
0,95059,16,1,110,15
0,136176,17,1,39,15
0,95032,18,1,167,15
0,95031,19,1,153,15
0,95054,20,1,72,15
0,95056,21,1,84,15
0,134849,22,1,79,15
0,95041,23,1,92,15
0,95043,24,1,100,15
0,95023,25,1,160,15
0,95052,26,1,93,15
0,95055,27,1,88,15
0,95019,28,1,12,15
0,95039,29,1,96,15
0,95046,30,1,86,15
0,95060,31,1,108,15
0,95026,32,1,86,15
0,95024,33,1,93,15
0,95040,34,1,91,15
0,131819,35,1,38,15
0,95049,36,1,14,15
0,95018,37,1,16,15
0,129655,38,1,3,15
0,95104,39,1,11,15
0,135698,40,1,128,15
0,95064,1,3,788,16
1,95108,1,3,788,16
2,95053,1,3,788,16
0,132193,2,18,4031,16
1,95047,2,18,4031,16
2,95020,2,18,4031,16
3,95022,2,18,4031,16
4,95056,2,18,4031,16
5,95024,2,18,4031,16
6,95025,2,18,4031,16
7,95058,2,18,4031,16
8,95033,2,18,4031,16
9,95061,2,18,4031,16
10,95062,2,18,4031,16
11,95063,2,18,4031,16
12,95032,2,18,4031,16
13,95065,2,18,4031,16
14,95034,2,18,4031,16
15,95035,2,18,4031,16
16,95068,2,18,4031,16
17,95037,2,18,4031,16
0,95071,3,1,503,16
0,95067,4,2,424,16
1,95055,4,2,424,16
0,95066,5,1,506,16
0,95030,6,1,141,16
0,125354,7,1,77,16
0,127257,8,1,255,16
0,95051,9,1,80,16
0,95103,10,1,15,16
0,95057,11,1,86,16
0,95045,12,1,94,16
0,95038,13,1,95,16
0,95059,14,1,110,16
0,136176,15,1,39,16
0,95031,16,1,153,16
0,95054,17,1,72,16
0,134849,18,1,79,16
0,95041,19,1,92,16
0,95043,20,1,100,16
0,95023,21,1,160,16
0,95052,22,2,95,16
1,129655,22,2,95,16
0,95021,23,1,167,16
0,95027,24,1,80,16
0,95019,25,1,12,16
0,95039,26,1,96,16
0,95046,27,1,86,16
0,95060,28,1,108,16
0,95026,29,1,86,16
0,95042,30,1,89,16
0,95040,31,1,91,16
0,131819,32,1,38,16
0,95048,33,1,66,16
0,95044,34,1,79,16
0,95049,35,1,14,16
0,95018,36,1,16,16
0,95104,37,1,11,16
0,135698,38,1,128,16
0,132193,1,7,1639,17
1,95042,1,7,1639,17
2,95021,1,7,1639,17
3,95054,1,7,1639,17
4,95058,1,7,1639,17
5,95031,1,7,1639,17
6,95064,1,7,1639,17
0,95065,2,3,825,17
1,95022,2,3,825,17
2,95023,2,3,825,17
0,95067,3,3,950,17
1,95047,3,3,950,17
2,95071,3,3,950,17
0,95068,4,3,1077,17
1,95037,4,3,1077,17
2,95062,4,3,1077,17
0,95025,5,3,627,17
1,95030,5,3,627,17
2,95063,5,3,627,17
0,95056,6,5,1261,17
1,95061,6,5,1261,17
2,95032,6,5,1261,17
3,95066,6,5,1261,17
4,95034,6,5,1261,17
0,95108,7,2,187,17
1,95053,7,2,187,17
0,125354,8,1,77,17
0,95035,9,1,184,17
0,127257,10,1,255,17
0,95051,11,1,80,17
0,95103,12,1,15,17
0,95057,13,1,86,17
0,95045,14,1,94,17
0,95038,15,1,95,17
0,95020,16,1,128,17
0,95059,17,1,110,17
0,136176,18,1,39,17
0,95033,19,1,135,17
0,134849,20,1,79,17
0,95041,21,1,92,17
0,95043,22,1,100,17
0,95052,23,1,93,17
0,95055,24,1,88,17
0,95027,25,1,80,17
0,95019,26,1,12,17
0,95039,27,1,96,17
0,95046,28,1,86,17
0,95060,29,1,108,17
0,95026,30,1,86,17
0,95024,31,1,93,17
0,95040,32,1,91,17
0,131819,33,1,38,17
0,95048,34,1,66,17
0,95044,35,1,79,17
0,95049,36,1,14,17
0,95018,37,1,16,17
0,129655,38,1,3,17
0,95104,39,1,11,17
0,135698,40,1,128,17
0,132193,1,9,2683,18
1,95021,1,9,2683,18
2,95032,1,9,2683,18
3,95061,1,9,2683,18
4,95030,1,9,2683,18
5,95063,1,9,2683,18
6,95064,1,9,2683,18
7,127257,1,9,2683,18
8,95034,1,9,2683,18
0,95056,2,4,1258,18
1,95065,2,4,1258,18
2,95066,2,4,1258,18
3,95035,2,4,1258,18
0,95059,3,2,610,18
1,95071,3,2,610,18
0,95037,4,3,872,18
1,95062,4,3,872,18
2,95023,4,3,872,18
0,95048,5,7,1186,18
1,95052,5,7,1186,18
2,95020,5,7,1186,18
3,95055,5,7,1186,18
4,95024,5,7,1186,18
5,95067,5,7,1186,18
6,95068,5,7,1186,18
0,95022,6,1,157,18
0,95033,7,3,320,18
1,95108,7,3,320,18
2,95053,7,3,320,18
0,125354,8,1,77,18
0,95051,9,1,80,18
0,95103,10,1,15,18
0,95057,11,1,86,18
0,95025,12,1,75,18
0,95047,13,1,111,18
0,95045,14,1,94,18
0,95038,15,1,95,18
0,136176,16,1,39,18
0,95031,17,1,153,18
0,95054,18,1,72,18
0,95058,19,1,99,18
0,134849,20,1,79,18
0,95041,21,1,92,18
0,95043,22,1,100,18
