,urn,component,size,size_hh,n
0,95064,1,1,605,10
0,95065,2,1,516,10
0,132193,3,6,2677,10
1,95061,3,6,2677,10
2,95063,3,6,2677,10
3,95066,3,6,2677,10
4,95068,3,6,2677,10
5,95071,3,6,2677,10
0,95062,4,1,552,10
0,95067,5,1,344,10
0,95108,6,1,53,10
0,136176,7,1,39,10
0,95018,8,1,16,10
0,129655,9,1,3,10
0,95104,10,1,11,10
0,95064,1,2,1089,11
1,132193,1,2,1089,11
0,95065,2,4,1907,11
1,95066,2,4,1907,11
2,95068,2,4,1907,11
3,95062,2,4,1907,11
0,95071,3,1,503,11
0,95063,4,1,450,11
0,95067,5,1,344,11
0,95061,6,1,378,11
0,95108,7,1,53,11
0,136176,8,1,39,11
0,95018,9,1,16,11
0,129655,10,1,3,11
0,95104,11,1,11,11
0,95064,1,2,1089,12
1,132193,1,2,1089,12
0,95065,2,2,903,12
1,95068,2,2,903,12
0,95071,3,1,503,12
0,95062,4,1,552,12
0,95063,5,1,450,12
0,95067,6,1,344,12
0,95066,7,2,883,12
1,95061,7,2,883,12
0,95108,8,1,53,12
0,136176,9,1,39,12
0,95018,10,1,16,12
0,129655,11,1,3,12
0,95104,12,1,11,12
0,95064,1,3,1480,13
1,132193,1,3,1480,13
2,95068,1,3,1480,13
0,95065,2,2,1010,13
1,95066,2,2,1010,13
0,95071,3,1,503,13
0,95062,4,1,552,13
0,95063,5,1,450,13
0,95067,6,1,344,13
0,95061,7,1,378,13
0,95108,8,1,53,13
0,136176,9,1,39,13
0,95018,10,1,16,13
0,129655,11,1,3,13
0,95104,12,1,11,13
0,95064,1,1,605,14
0,95065,2,3,1113,14
1,95108,2,3,1113,14
2,95062,2,3,1113,14
0,95071,3,1,503,14
0,132193,4,1,491,14
0,95063,5,1,450,14
0,95068,6,1,393,14
0,95067,7,1,344,14
0,95066,8,1,506,14
0,95061,9,1,378,14
0,136176,10,1,39,14
0,95018,11,1,16,14
0,129655,12,1,3,14
0,95104,13,1,11,14
0,95064,1,1,605,15
0,95065,2,3,1062,15
1,95066,2,3,1062,15
2,95108,2,3,1062,15
0,95071,3,1,503,15
0,132193,4,3,1405,15
1,95068,4,3,1405,15
2,95062,4,3,1405,15
0,95067,5,2,791,15
1,95063,5,2,791,15
0,95061,6,1,378,15
0,136176,7,1,39,15
0,95018,8,1,16,15
0,129655,9,1,3,15
0,95104,10,1,11,15
0,95064,1,1,605,16
0,95061,2,6,2703,16
1,95062,2,6,2703,16
2,95063,2,6,2703,16
3,95065,2,6,2703,16
4,95066,2,6,2703,16
5,95068,2,6,2703,16
0,95071,3,1,503,16
0,132193,4,1,491,16
0,95067,5,1,344,16
0,95108,6,1,53,16
0,136176,7,1,39,16
0,95018,8,1,16,16
0,129655,9,1,3,16
0,95104,10,1,11,16
0,95064,1,2,657,17
1,95108,1,2,657,17
0,95065,2,4,1907,17
1,95066,2,4,1907,17
2,95068,2,4,1907,17
3,95062,2,4,1907,17
0,95071,3,1,503,17
0,132193,4,1,491,17
0,95067,5,2,791,17
1,95063,5,2,791,17
0,95061,6,1,378,17
0,136176,7,1,39,17
0,95018,8,1,16,17
0,129655,9,1,3,17
0,95104,10,1,11,17
0,95064,1,3,1464,18
1,132193,1,3,1464,18
2,95061,1,3,1464,18
0,95065,2,2,1018,18
1,95071,2,2,1018,18
0,95068,3,3,1366,18
1,95062,3,3,1366,18
2,95063,3,3,1366,18
0,95067,4,1,344,18
0,95066,5,1,506,18
0,95108,6,1,53,18
0,136176,7,1,39,18
0,95018,8,1,16,18
0,129655,9,1,3,18
0,95104,10,1,11,18
0,95061,1,7,3158,19
1,95062,1,7,3158,19
2,95063,1,7,3158,19
3,95064,1,7,3158,19
4,95067,1,7,3158,19
5,95068,1,7,3158,19
6,95071,1,7,3158,19
0,95065,2,2,1010,19
1,95066,2,2,1010,19
0,132193,3,1,491,19
0,95108,4,1,53,19
0,136176,5,1,39,19
0,95018,6,1,16,19
0,129655,7,1,3,19
0,95104,8,1,11,19
0,132193,1,7,2860,20
1,95061,1,7,2860,20
2,95062,1,7,2860,20
3,129655,1,7,2860,20
4,95064,1,7,2860,20
5,95068,1,7,2860,20
6,95071,1,7,2860,20
0,95065,2,2,1010,20
1,95066,2,2,1010,20
0,95063,3,1,450,20
0,95067,4,1,344,20
0,95108,5,1,53,20
0,136176,6,1,39,20
0,95018,7,1,16,20
0,95104,8,1,11,20
0,95064,1,1,605,21
0,95065,2,3,1422,21
1,95068,2,3,1422,21
2,95062,2,3,1422,21
0,95071,3,1,503,21
0,132193,4,1,491,21
0,95063,5,1,450,21
0,95067,6,1,344,21
0,95066,7,1,506,21
0,95108,8,2,429,21
1,95061,8,2,429,21
0,136176,9,1,39,21
0,95018,10,1,16,21
0,129655,11,1,3,21
0,95104,12,1,11,21
0,95064,1,2,1089,22
1,132193,1,2,1089,22
0,95065,2,4,1907,22
1,95066,2,4,1907,22
2,95068,2,4,1907,22
3,95062,2,4,1907,22
0,95067,3,2,844,22
1,95071,3,2,844,22
0,95063,4,1,450,22
0,95061,5,1,378,22
0,95108,6,1,53,22
0,136176,7,1,39,22
0,95018,8,1,16,22
0,129655,9,1,3,22
0,95104,10,1,11,22
0,95064,1,2,1089,23
1,132193,1,2,1089,23
0,95065,2,3,1422,23
1,95068,2,3,1422,23
2,95062,2,3,1422,23
0,95071,3,1,503,23
0,95104,4,2,460,23
1,95063,4,2,460,23
0,95067,5,1,344,23
0,95066,6,1,506,23
0,95061,7,1,378,23
0,95108,8,1,53,23
0,136176,9,1,39,23
0,95018,10,1,16,23
0,129655,11,1,3,23
0,95064,1,2,1089,24
1,132193,1,2,1089,24
0,95065,2,3,1384,24
1,95066,2,3,1384,24
2,95061,2,3,1384,24
0,95071,3,1,503,24
0,95068,4,2,919,24
1,95062,4,2,919,24
0,95018,5,3,806,24
1,95067,5,3,806,24
2,95063,5,3,806,24
0,95108,6,1,53,24
0,136176,7,1,39,24
0,129655,8,1,3,24
0,95104,9,1,11,24
0,95064,1,1,605,25
0,95108,2,7,2356,25
1,136176,2,7,2356,25
2,95061,2,7,2356,25
3,95062,2,7,2356,25
4,95065,2,7,2356,25
5,95066,2,7,2356,25
6,95068,2,7,2356,25
0,95071,3,1,503,25
0,132193,4,1,491,25
0,95063,5,1,450,25
0,95067,6,1,344,25
0,95018,7,1,16,25
0,129655,8,1,3,25
0,95104,9,1,11,25
0,95064,1,1,605,26
0,95065,2,4,1473,26
1,95108,2,4,1473,26
2,95062,2,4,1473,26
3,95068,2,4,1473,26
0,95066,3,3,1349,26
1,95067,3,3,1349,26
2,95071,3,3,1349,26
0,132193,4,1,491,26
0,95063,5,1,450,26
0,95061,6,1,378,26
0,136176,7,1,39,26
0,95018,8,1,16,26
0,129655,9,1,3,26
0,95104,10,1,11,26
0,95064,1,2,1089,27
1,132193,1,2,1089,27
0,95061,2,8,3530,27
1,95062,2,8,3530,27
2,95063,2,8,3530,27
3,95065,2,8,3530,27
4,95066,2,8,3530,27
5,95067,2,8,3530,27
6,95068,2,8,3530,27
7,95071,2,8,3530,27
0,95108,3,1,53,27
0,136176,4,1,39,27
0,95018,5,1,16,27
0,129655,6,1,3,27
0,95104,7,1,11,27
0,95064,1,3,1104,28
1,132193,1,3,1104,28
2,95018,1,3,1104,28
0,95063,2,6,1908,28
1,136176,2,6,1908,28
2,95062,2,6,1908,28
3,129655,2,6,1908,28
4,95065,2,6,1908,28
5,95068,2,6,1908,28
0,95071,3,1,503,28
0,95067,4,2,396,28
1,95108,4,2,396,28
0,95066,5,1,506,28
0,95061,6,1,378,28
0,95104,7,1,11,28
0,95064,1,2,1107,29
1,95071,1,2,1107,29
0,95065,2,4,1907,29
1,95066,2,4,1907,29
2,95068,2,4,1907,29
3,95062,2,4,1907,29
0,132193,3,1,491,29
0,95061,4,2,822,29
1,95063,4,2,822,29
0,95067,5,2,396,29
1,95108,5,2,396,29
0,136176,6,1,39,29
0,95018,7,1,16,29
0,129655,8,1,3,29
0,95104,9,1,11,29
0,132193,1,8,3633,30
1,95061,1,8,3633,30
2,95062,1,8,3633,30
3,95063,1,8,3633,30
4,95064,1,8,3633,30
5,95067,1,8,3633,30
6,95068,1,8,3633,30
7,95071,1,8,3633,30
0,95065,2,2,1010,30
1,95066,2,2,1010,30
0,95108,3,1,53,30
0,136176,4,1,39,30
0,95018,5,1,16,30
0,129655,6,1,3,30
0,95104,7,1,11,30
0,132193,1,8,3339,31
1,95108,1,8,3339,31
2,95061,1,8,3339,31
3,95062,1,8,3339,31
4,95063,1,8,3339,31
5,95064,1,8,3339,31
6,95066,1,8,3339,31
7,95068,1,8,3339,31
0,95065,2,1,516,31
0,95071,3,1,503,31
0,95067,4,1,344,31
0,136176,5,1,39,31
0,95018,6,1,16,31
0,129655,7,1,3,31
0,95104,8,1,11,31
0,95064,1,1,605,32
0,132193,2,6,2886,32
1,95062,2,6,2886,32
2,95065,2,6,2886,32
3,95066,2,6,2886,32
4,95068,2,6,2886,32
5,95071,2,6,2886,32
0,95063,3,1,450,32
0,95067,4,1,344,32
0,95061,5,1,378,32
0,95108,6,1,53,32
0,136176,7,1,39,32
0,95018,8,1,16,32
0,129655,9,1,3,32
0,95104,10,1,11,32
0,95064,1,1,605,33
0,132193,2,8,3676,33
1,95061,2,8,3676,33
2,95062,2,8,3676,33
3,95063,2,8,3676,33
4,95065,2,8,3676,33
5,95066,2,8,3676,33
6,95068,2,8,3676,33
7,95071,2,8,3676,33
0,95067,3,2,396,33
1,95108,3,2,396,33
0,136176,4,1,39,33
0,95018,5,1,16,33
0,129655,6,1,3,33
0,95104,7,1,11,33
0,95064,1,1,605,34
0,95065,2,4,1786,34
1,95068,2,4,1786,34
2,95061,2,4,1786,34
3,95062,2,4,1786,34
0,95071,3,1,503,34
0,132193,4,1,491,34
0,95063,5,1,450,34
0,95067,6,1,344,34
0,95066,7,1,506,34
0,95108,8,1,53,34
0,136176,9,1,39,34
0,95018,10,1,16,34
0,129655,11,1,3,34
0,95104,12,1,11,34
0,95064,1,3,1604,35
1,132193,1,3,1604,35
2,95065,1,3,1604,35
0,95071,2,1,503,35
0,95108,3,5,1777,35
1,95061,3,5,1777,35
2,95062,3,5,1777,35
3,95063,3,5,1777,35
4,95068,3,5,1777,35
0,95067,4,1,344,35
0,95066,5,1,506,35
0,136176,6,1,39,35
0,95018,7,1,16,35
0,129655,8,1,3,35
0,95104,9,1,11,35
0,95064,1,4,1907,36
1,132193,1,4,1907,36
2,95061,1,4,1907,36
3,95063,1,4,1907,36
0,136176,2,5,1944,36
1,95062,2,5,1944,36
2,95065,2,5,1944,36
3,95066,2,5,1944,36
4,95068,2,5,1944,36
0,95071,3,1,503,36
0,95067,4,1,344,36
0,95108,5,1,53,36
0,95018,6,1,16,36
0,129655,7,1,3,36
0,95104,8,1,11,36
0,95064,1,2,1089,37
1,132193,1,2,1089,37
0,95108,2,7,2752,37
1,95061,2,7,2752,37
2,95062,2,7,2752,37
3,95063,2,7,2752,37
4,95065,2,7,2752,37
5,95066,2,7,2752,37
6,95068,2,7,2752,37
0,95071,3,1,503,37
0,95067,4,1,344,37
0,136176,5,1,39,37
0,95018,6,1,16,37
0,129655,7,1,3,37
0,95104,8,1,11,37
0,95064,1,3,1140,38
1,132193,1,3,1140,38
2,95108,1,3,1140,38
0,95065,2,4,1907,38
1,95066,2,4,1907,38
2,95068,2,4,1907,38
3,95062,2,4,1907,38
0,95071,3,1,503,38
0,95067,4,2,791,38
1,95063,4,2,791,38
0,95061,5,1,378,38
0,136176,6,1,39,38
0,95018,7,1,16,38
0,129655,8,1,3,38
0,95104,9,1,11,38
0,132193,1,10,4155,39
1,136176,1,10,4155,39
2,95061,1,10,4155,39
3,95062,1,10,4155,39
4,95063,1,10,4155,39
5,95064,1,10,4155,39
6,95065,1,10,4155,39
7,95066,1,10,4155,39
8,95067,1,10,4155,39
9,95068,1,10,4155,39
0,95071,2,1,503,39
0,95108,3,1,53,39
0,95018,4,1,16,39
0,129655,5,1,3,39
0,95104,6,1,11,39
0,95064,1,1,605,40
0,132193,2,7,3244,40
1,95061,2,7,3244,40
2,95062,2,7,3244,40
3,95065,2,7,3244,40
4,95066,2,7,3244,40
5,95068,2,7,3244,40
6,95071,2,7,3244,40
0,95063,3,1,450,40
0,95067,4,1,344,40
0,95108,5,1,53,40
0,136176,6,1,39,40
0,95018,7,1,16,40
0,129655,8,1,3,40
0,95104,9,1,11,40
0,95064,1,1,605,41
0,95065,2,4,1820,41
1,95066,2,4,1820,41
2,95061,2,4,1820,41
3,95063,2,4,1820,41
0,95071,3,1,503,41
0,132193,4,3,1405,41
1,95068,4,3,1405,41
2,95062,4,3,1405,41
0,95067,5,1,344,41
0,95108,6,1,53,41
0,136176,7,1,39,41
0,95018,8,1,16,41
0,129655,9,1,3,41
0,95104,10,1,11,41
0,95064,1,1,605,42
0,132193,2,5,2392,42
1,95062,2,5,2392,42
2,95065,2,5,2392,42
3,95066,2,5,2392,42
4,95068,2,5,2392,42
0,95071,3,1,503,42
0,95063,4,1,450,42
0,95067,5,1,344,42
0,95061,6,1,378,42
0,95108,7,1,53,42
0,136176,8,1,39,42
0,95018,9,1,16,42
0,129655,10,1,3,42
0,95104,11,1,11,42
0,95064,1,1,605,43
0,132193,2,8,3522,43
1,95061,2,8,3522,43
2,95062,2,8,3522,43
3,95063,2,8,3522,43
4,95065,2,8,3522,43
5,95066,2,8,3522,43
6,95067,2,8,3522,43
7,95068,2,8,3522,43
0,95071,3,1,503,43
0,95108,4,1,53,43
0,136176,5,1,39,43
0,95018,6,1,16,43
0,129655,7,1,3,43
0,95104,8,1,11,43
0,95064,1,3,1522,44
1,95068,1,3,1522,44
2,95062,1,3,1522,44
0,136176,2,5,1857,44
1,95061,2,5,1857,44
2,95063,2,5,1857,44
3,95065,2,5,1857,44
4,95066,2,5,1857,44
0,95067,3,2,844,44
1,95071,3,2,844,44
0,132193,4,1,491,44
0,95108,5,1,53,44
0,95018,6,1,16,44
0,129655,7,1,3,44
0,95104,8,1,11,44
0,132193,1,5,2496,45
1,95062,1,5,2496,45
2,95064,1,5,2496,45
3,95066,1,5,2496,45
4,95068,1,5,2496,45
0,95065,2,1,516,45
0,95071,3,1,503,45
0,95063,4,1,450,45
0,95067,5,1,344,45
0,95108,6,2,429,45
1,95061,6,2,429,45
0,136176,7,1,39,45
0,95018,8,1,16,45
0,129655,9,1,3,45
0,95104,10,1,11,45
0,132193,1,5,2419,46
1,95061,1,5,2419,46
2,95063,1,5,2419,46
3,95064,1,5,2419,46
4,95065,1,5,2419,46
0,95068,2,3,1415,46
1,95062,2,3,1415,46
2,95071,2,3,1415,46
0,95067,3,1,344,46
0,95066,4,1,506,46
0,95108,5,1,53,46
0,136176,6,1,39,46
0,95018,7,1,16,46
0,129655,8,1,3,46
0,95104,9,1,11,46
0,95064,1,2,1155,47
1,95062,1,2,1155,47
0,136176,2,2,553,47
1,95065,2,2,553,47
0,95071,3,1,503,47
0,132193,4,4,935,47
1,129655,4,4,935,47
2,95108,4,4,935,47
3,95068,4,4,935,47
0,95066,5,3,1289,47
1,95067,5,3,1289,47
2,95063,5,3,1289,47
0,95061,6,1,378,47
0,95018,7,1,16,47
0,95104,8,1,11,47
0,95064,1,1,605,48
0,95061,2,8,3530,48
1,95062,2,8,3530,48
2,95063,2,8,3530,48
3,95065,2,8,3530,48
4,95066,2,8,3530,48
5,95067,2,8,3530,48
6,95068,2,8,3530,48
7,95071,2,8,3530,48
0,132193,3,2,543,48
1,95108,3,2,543,48
0,136176,4,1,39,48
0,95018,5,1,16,48
0,129655,6,1,3,48
0,95104,7,1,11,48
0,132193,1,10,4318,49
1,95108,1,10,4318,49
2,95061,1,10,4318,49
3,95062,1,10,4318,49
4,95063,1,10,4318,49
5,95064,1,10,4318,49
6,95065,1,10,4318,49
7,95066,1,10,4318,49
8,95068,1,10,4318,49
9,95071,1,10,4318,49
0,95067,2,1,344,49
0,136176,3,1,39,49
0,95018,4,1,16,49
0,129655,5,1,3,49
0,95104,6,1,11,49
0,132193,1,5,2503,50
1,95062,1,5,2503,50
2,95064,1,5,2503,50
3,95065,1,5,2503,50
4,95068,1,5,2503,50
0,95067,2,2,844,50
1,95071,2,2,844,50
0,95066,3,2,948,50
1,95063,3,2,948,50
0,95061,4,1,378,50
0,95108,5,1,53,50
0,136176,6,1,39,50
0,95018,7,1,16,50
0,129655,8,1,3,50
0,95104,9,1,11,50
0,132193,1,8,3930,51
1,95061,1,8,3930,51
2,95062,1,8,3930,51
3,95063,1,8,3930,51
4,95064,1,8,3930,51
5,95065,1,8,3930,51
6,95066,1,8,3930,51
7,95071,1,8,3930,51
0,95068,2,1,393,51
0,95067,3,1,344,51
0,95108,4,1,53,51
0,136176,5,1,39,51
0,95018,6,1,16,51
0,129655,7,1,3,51
0,95104,8,1,11,51
0,95064,1,1,605,52
0,95065,2,4,1907,52
1,95066,2,4,1907,52
2,95068,2,4,1907,52
3,95062,2,4,1907,52
0,95067,3,2,844,52
1,95071,3,2,844,52
0,132193,4,1,491,52
0,95063,5,1,450,52
0,95061,6,1,378,52
0,95108,7,1,53,52
0,136176,8,1,39,52
0,95018,9,1,16,52
0,129655,10,1,3,52
0,95104,11,1,11,52
0,95064,1,1,605,53
0,132193,2,5,2392,53
1,95062,2,5,2392,53
2,95065,2,5,2392,53
3,95066,2,5,2392,53
4,95068,2,5,2392,53
0,95071,3,1,503,53
0,95063,4,1,450,53
0,95067,5,1,344,53
0,95061,6,1,378,53
0,95108,7,1,53,53
0,136176,8,1,39,53
0,95018,9,1,16,53
0,129655,10,1,3,53
0,95104,11,1,11,53
0,132193,1,8,3780,54
1,95061,1,8,3780,54
2,95062,1,8,3780,54
3,95063,1,8,3780,54
4,95064,1,8,3780,54
5,95065,1,8,3780,54
6,95066,1,8,3780,54
7,95068,1,8,3780,54
0,95071,2,1,503,54
0,95067,3,1,344,54
0,95108,4,1,53,54
0,136176,5,1,39,54
0,95018,6,1,16,54
0,129655,7,1,3,54
0,95104,8,1,11,54
0,95064,1,1,605,55
0,95065,2,3,1548,55
1,95062,2,3,1548,55
2,132193,2,3,1548,55
0,95071,3,1,503,55
0,95063,4,1,450,55
0,95068,5,1,393,55
0,95067,6,1,344,55
0,95066,7,1,506,55
0,95061,8,1,378,55
0,95108,9,1,53,55
0,136176,10,1,39,55
0,95018,11,1,16,55
0,129655,12,1,3,55
0,95104,13,1,11,55
0,132193,1,8,3483,56
1,95062,1,8,3483,56
2,129655,1,8,3483,56
3,95064,1,8,3483,56
4,95065,1,8,3483,56
5,95066,1,8,3483,56
6,95068,1,8,3483,56
7,95071,1,8,3483,56
0,95067,2,3,1162,56
1,95061,2,3,1162,56
2,95063,2,3,1162,56
0,95108,3,1,53,56
0,136176,4,1,39,56
0,95018,5,1,16,56
0,95104,6,1,11,56
0,95064,1,1,605,57
0,95108,2,9,3578,57
1,95061,2,9,3578,57
2,95062,2,9,3578,57
3,95063,2,9,3578,57
4,95065,2,9,3578,57
5,95066,2,9,3578,57
6,95067,2,9,3578,57
7,95068,2,9,3578,57
8,95071,2,9,3578,57
0,132193,3,1,491,57
0,136176,4,1,39,57
0,95018,5,1,16,57
0,129655,6,1,3,57
0,95104,7,1,11,57
0,95064,1,3,1140,58
1,132193,1,3,1140,58
2,95108,1,3,1140,58
0,95065,2,1,516,58
0,95061,3,6,2706,58
1,95062,3,6,2706,58
2,95063,3,6,2706,58
3,95066,3,6,2706,58
4,95068,3,6,2706,58
5,95071,3,6,2706,58
0,95067,4,1,344,58
0,136176,5,1,39,58
0,95018,6,1,16,58
0,129655,7,1,3,58
0,95104,8,1,11,58
0,132193,1,8,3919,59
1,95062,1,8,3919,59
2,95063,1,8,3919,59
3,95064,1,8,3919,59
4,95065,1,8,3919,59
5,95066,1,8,3919,59
6,95068,1,8,3919,59
7,95071,1,8,3919,59
0,95067,2,1,344,59
0,95061,3,1,378,59
0,95108,4,1,53,59
0,136176,5,1,39,59
0,95018,6,1,16,59
0,129655,7,1,3,59
0,95104,8,1,11,59
0,95064,1,2,1089,60
1,132193,1,2,1089,60
0,95065,2,2,1010,60
1,95066,2,2,1010,60
0,95071,3,1,503,60
0,95068,4,3,921,60
1,95062,4,3,921,60
2,129655,4,3,921,60
0,95067,5,3,1162,60
1,95061,5,3,1162,60
2,95063,5,3,1162,60
0,95108,6,1,53,60
0,136176,7,1,39,60
0,95018,8,1,16,60
0,95104,9,1,11,60
0,95064,1,1,605,61
0,132193,2,6,2752,61
1,95061,2,6,2752,61
2,95062,2,6,2752,61
3,95065,2,6,2752,61
4,95066,2,6,2752,61
5,95068,2,6,2752,61
0,95071,3,1,503,61
0,95063,4,1,450,61
0,95067,5,1,344,61
0,95108,6,1,53,61
0,136176,7,1,39,61
0,95018,8,1,16,61
0,129655,9,1,3,61
0,95104,10,1,11,61
0,95064,1,1,605,62
0,95061,2,6,2703,62
1,95062,2,6,2703,62
2,95063,2,6,2703,62
3,95065,2,6,2703,62
4,95066,2,6,2703,62
5,95068,2,6,2703,62
0,95071,3,1,503,62
0,132193,4,1,491,62
0,95067,5,1,344,62
0,95108,6,1,53,62
0,136176,7,1,39,62
0,95018,8,1,16,62
0,129655,9,1,3,62
0,95104,10,1,11,62
0,95064,1,1,605,63
0,95065,2,1,516,63
0,95067,3,2,844,63
1,95071,3,2,844,63
0,95068,4,3,1286,63
1,95061,4,3,1286,63
2,95062,4,3,1286,63
0,132193,5,1,491,63
0,95066,6,2,948,63
1,95063,6,2,948,63
0,95108,7,1,53,63
0,136176,8,1,39,63
0,95018,9,1,16,63
0,129655,10,1,3,63
0,95104,11,1,11,63
0,95064,1,2,1089,64
1,132193,1,2,1089,64
0,95061,2,5,2270,64
1,95062,2,5,2270,64
2,95065,2,5,2270,64
3,95066,2,5,2270,64
4,95068,2,5,2270,64
0,95071,3,1,503,64
0,95063,4,1,450,64
0,95067,5,1,344,64
0,95108,6,1,53,64
0,136176,7,1,39,64
0,95018,8,1,16,64
0,129655,9,1,3,64
0,95104,10,1,11,64
0,95064,1,1,605,65
0,95108,2,5,1958,65
1,95062,2,5,1958,65
2,95065,2,5,1958,65
3,95066,2,5,1958,65
4,95068,2,5,1958,65
0,95071,3,1,503,65
0,132193,4,2,866,65
1,95061,4,2,866,65
0,95104,5,2,460,65
1,95063,5,2,460,65
0,95067,6,1,344,65
0,136176,7,1,39,65
0,95018,8,1,16,65
0,129655,9,1,3,65
0,132193,1,7,3356,66
1,95061,1,7,3356,66
2,95062,1,7,3356,66
3,95064,1,7,3356,66
4,95065,1,7,3356,66
5,95068,1,7,3356,66
6,95071,1,7,3356,66
0,95063,2,1,450,66
0,95067,3,1,344,66
0,95066,4,1,506,66
0,95108,5,1,53,66
0,136176,6,1,39,66
0,95018,7,1,16,66
0,129655,8,1,3,66
0,95104,9,1,11,66
0,95064,1,2,1089,67
1,132193,1,2,1089,67
0,95065,2,1,516,67
0,95108,3,7,2605,67
1,95061,3,7,2605,67
2,95062,3,7,2605,67
3,95063,3,7,2605,67
4,95067,3,7,2605,67
5,95068,3,7,2605,67
6,95071,3,7,2605,67
0,95066,4,1,506,67
0,136176,5,1,39,67
0,95018,6,1,16,67
0,129655,7,1,3,67
0,95104,8,1,11,67
0,95064,1,2,620,68
1,95018,1,2,620,68
0,95062,2,5,2346,68
1,95063,2,5,2346,68
2,95065,2,5,2346,68
3,95066,2,5,2346,68
4,95068,2,5,2346,68
0,95071,3,1,503,68
0,132193,4,1,491,68
0,95067,5,1,344,68
0,95061,6,1,378,68
0,95108,7,1,53,68
0,136176,8,1,39,68
0,129655,9,1,3,68
0,95104,10,1,11,68
0,132193,1,8,3518,69
1,136176,1,8,3518,69
2,95062,1,8,3518,69
3,95064,1,8,3518,69
4,95065,1,8,3518,69
5,95066,1,8,3518,69
6,95068,1,8,3518,69
7,95071,1,8,3518,69
0,95063,2,1,450,69
0,95067,3,1,344,69
0,95061,4,1,378,69
0,95108,5,1,53,69
0,95018,6,1,16,69
0,129655,7,1,3,69
0,95104,8,1,11,69
0,95064,1,1,605,70
0,132193,2,9,4011,70
