,urn,component,size,size_hh,n
0,95018,8,1,16,10
0,129655,9,1,3,10
0,95104,10,1,11,10
0,95064,1,1,605,11
0,132193,2,5,2392,11
1,95062,2,5,2392,11
2,95065,2,5,2392,11
3,95066,2,5,2392,11
4,95068,2,5,2392,11
0,95071,3,1,503,11
0,95063,4,1,450,11
0,95067,5,2,721,11
1,95061,5,2,721,11
0,95108,6,1,53,11
0,136176,7,1,39,11
0,95018,8,1,16,11
0,129655,9,1,3,11
0,95104,10,1,11,11
0,132193,1,8,3919,12
1,95062,1,8,3919,12
2,95063,1,8,3919,12
3,95064,1,8,3919,12
4,95065,1,8,3919,12
5,95066,1,8,3919,12
6,95068,1,8,3919,12
7,95071,1,8,3919,12
0,95067,2,1,344,12
0,95061,3,1,378,12
0,95108,4,1,53,12
0,136176,5,1,39,12
0,95018,6,1,16,12
0,129655,7,1,3,12
0,95104,8,1,11,12
0,132193,1,9,4271,13
1,95061,1,9,4271,13
2,95062,1,9,4271,13
3,95063,1,9,4271,13
4,95064,1,9,4271,13
5,95065,1,9,4271,13
6,95066,1,9,4271,13
7,95068,1,9,4271,13
8,95071,1,9,4271,13
0,95067,2,1,344,13
0,95108,3,1,53,13
0,136176,4,1,39,13
0,95018,5,1,16,13
0,129655,6,1,3,13
0,95104,7,1,11,13
0,95064,1,2,1089,14
1,132193,1,2,1089,14
0,95065,2,1,516,14
0,95062,3,5,2348,14
1,95063,3,5,2348,14
2,95066,3,5,2348,14
3,95068,3,5,2348,14
4,95071,3,5,2348,14
0,95067,4,1,344,14
0,95061,5,1,378,14
0,95108,6,1,53,14
0,136176,7,1,39,14
0,95018,8,1,16,14
0,129655,9,1,3,14
0,95104,10,1,11,14
0,95064,1,2,1107,15
1,95071,1,2,1107,15
0,95065,2,1,516,15
0,95062,3,1,552,15
0,132193,4,5,2180,15
1,95061,4,5,2180,15
2,95063,4,5,2180,15
3,95066,4,5,2180,15
4,95068,4,5,2180,15
0,95067,5,1,344,15
0,95108,6,1,53,15
0,136176,7,1,39,15
0,95018,8,1,16,15
0,129655,9,1,3,15
0,95104,10,1,11,15
0,132193,1,8,3642,16
1,95061,1,8,3642,16
2,95062,1,8,3642,16
3,95063,1,8,3642,16
4,95064,1,8,3642,16
5,95065,1,8,3642,16
6,95067,1,8,3642,16
7,95068,1,8,3642,16
0,95071,2,1,503,16
0,95066,3,1,506,16
0,95108,4,1,53,16
0,136176,5,1,39,16
0,95018,6,1,16,16
0,129655,7,1,3,16
0,95104,8,1,11,16
0,95064,1,2,1089,17
1,132193,1,2,1089,17
0,95108,2,7,2752,17
1,95061,2,7,2752,17
2,95062,2,7,2752,17
3,95063,2,7,2752,17
4,95065,2,7,2752,17
5,95066,2,7,2752,17
6,95068,2,7,2752,17
0,95071,3,1,503,17
0,95067,4,1,344,17
0,136176,5,1,39,17
0,95018,6,1,16,17
0,129655,7,1,3,17
0,95104,8,1,11,17
0,95064,1,2,1089,18
1,132193,1,2,1089,18
0,95065,2,1,516,18
0,95061,3,3,1423,18
1,95062,3,3,1423,18
2,95071,3,3,1423,18
0,95066,4,2,948,18
1,95063,4,2,948,18
0,95068,5,1,393,18
0,95067,6,1,344,18
0,95108,7,1,53,18
0,136176,8,1,39,18
0,95018,9,1,16,18
0,129655,10,1,3,18
0,95104,11,1,11,18
0,95064,1,1,605,19
0,95065,2,4,1786,19
1,95068,2,4,1786,19
2,95061,2,4,1786,19
3,95062,2,4,1786,19
0,95071,3,1,503,19
0,132193,4,1,491,19
0,95063,5,1,450,19
0,95067,6,1,344,19
0,95066,7,1,506,19
0,95108,8,1,53,19
0,136176,9,1,39,19
0,95018,10,1,16,19
0,129655,11,1,3,19
0,95104,12,1,11,19
0,95064,1,3,1140,20
1,132193,1,3,1140,20
2,95108,1,3,1140,20
0,95065,2,1,516,20
0,95071,3,1,503,20
0,95061,4,5,2213,20
1,95062,4,5,2213,20
2,95063,4,5,2213,20
3,95066,4,5,2213,20
4,95068,4,5,2213,20
0,95067,5,1,344,20
0,136176,6,1,39,20
0,95018,7,1,16,20
0,129655,8,1,3,20
0,95104,9,1,11,20
0,132193,1,5,2512,21
1,95061,1,5,2512,21
2,95062,1,5,2512,21
3,95064,1,5,2512,21
4,95065,1,5,2512,21
0,95071,2,1,503,21
0,95066,3,2,948,21
1,95063,3,2,948,21
0,95068,4,1,393,21
0,95067,5,1,344,21
0,95108,6,1,53,21
0,136176,7,1,39,21
0,95018,8,1,16,21
0,129655,9,1,3,21
0,95104,10,1,11,21
0,95064,1,2,657,22
1,95108,1,2,657,22
0,95065,2,1,516,22
0,95071,3,1,503,22
0,95066,4,3,1414,22
1,95068,4,3,1414,22
2,95062,4,3,1414,22
0,132193,5,2,866,22
1,95061,5,2,866,22
0,95067,6,2,791,22
1,95063,6,2,791,22
0,136176,7,1,39,22
0,95018,8,1,16,22
0,129655,9,1,3,22
0,95104,10,1,11,22
0,95064,1,4,1889,23
1,95068,1,4,1889,23
2,95061,1,4,1889,23
3,95062,1,4,1889,23
0,95065,2,1,516,23
0,95071,3,1,503,23
0,95104,4,3,950,23
1,132193,4,3,950,23
2,95063,4,3,950,23
0,95067,5,1,344,23
0,95066,6,1,506,23
0,95108,7,1,53,23
0,136176,8,1,39,23
0,95018,9,1,16,23
0,129655,10,1,3,23
0,95064,1,1,605,24
0,95061,2,6,2611,24
1,95062,2,6,2611,24
2,95065,2,6,2611,24
3,95066,2,6,2611,24
4,95067,2,6,2611,24
5,95068,2,6,2611,24
0,95071,3,1,503,24
0,132193,4,1,491,24
0,95063,5,1,450,24
0,95108,6,1,53,24
0,136176,7,1,39,24
0,95018,8,1,16,24
0,129655,9,1,3,24
0,95104,10,1,11,24
0,95064,1,2,1089,25
1,132193,1,2,1089,25
0,95061,2,7,3041,25
1,95062,2,7,3041,25
2,95063,2,7,3041,25
3,95065,2,7,3041,25
4,95066,2,7,3041,25
5,95067,2,7,3041,25
6,95068,2,7,3041,25
0,95071,3,1,503,25
0,95108,4,1,53,25
0,136176,5,1,39,25
0,95018,6,1,16,25
0,129655,7,1,3,25
0,95104,8,1,11,25
0,95064,1,1,605,26
0,95065,2,1,516,26
0,95068,3,2,893,26
1,95071,3,2,893,26
0,95062,4,1,552,26
0,132193,5,1,491,26
0,95067,6,2,791,26
1,95063,6,2,791,26
0,95066,7,1,506,26
0,95061,8,1,378,26
0,95108,9,1,53,26
0,136176,10,1,39,26
0,95018,11,1,16,26
0,129655,12,1,3,26
0,95104,13,1,11,26
0,95064,1,2,1089,27
1,132193,1,2,1089,27
0,95065,2,4,1831,27
1,95066,2,4,1831,27
2,95068,2,4,1831,27
3,95063,2,4,1831,27
0,95071,3,1,503,27
0,95062,4,1,552,27
0,95067,5,1,344,27
0,95061,6,1,378,27
0,95108,7,1,53,27
0,136176,8,1,39,27
0,95018,9,1,16,27
0,129655,10,1,3,27
0,95104,11,1,11,27
0,95064,1,1,605,28
0,95061,2,5,2270,28
1,95062,2,5,2270,28
2,95065,2,5,2270,28
3,95066,2,5,2270,28
4,95068,2,5,2270,28
0,95071,3,1,503,28
0,132193,4,1,491,28
0,95063,5,1,450,28
0,95067,6,1,344,28
0,95108,7,1,53,28
0,136176,8,1,39,28
0,95018,9,1,16,28
0,129655,10,1,3,28
0,95104,11,1,11,28
0,95064,1,1,605,29
0,136176,2,2,553,29
1,95065,2,2,553,29
0,95071,3,1,503,29
0,95062,4,1,552,29
0,132193,5,1,491,29
0,95063,6,1,450,29
0,95068,7,1,393,29
0,95067,8,1,344,29
0,95066,9,1,506,29
0,95061,10,1,378,29
0,95108,11,1,53,29
0,95018,12,1,16,29
0,129655,13,1,3,29
0,95104,14,1,11,29
0,95064,1,1,605,30
0,132193,2,5,2392,30
1,95062,2,5,2392,30
2,95065,2,5,2392,30
3,95066,2,5,2392,30
4,95068,2,5,2392,30
0,95067,3,2,844,30
1,95071,3,2,844,30
0,95063,4,1,450,30
0,95061,5,1,378,30
0,95108,6,1,53,30
0,136176,7,1,39,30
0,95018,8,1,16,30
0,129655,9,1,3,30
0,95104,10,1,11,30
0,95064,1,1,605,31
0,95065,2,3,1271,31
1,95068,2,3,1271,31
2,95061,2,3,1271,31
0,95071,3,1,503,31
0,95062,4,1,552,31
0,132193,5,1,491,31
0,95063,6,1,450,31
0,95067,7,1,344,31
0,95066,8,1,506,31
0,95108,9,1,53,31
0,136176,10,1,39,31
0,95018,11,1,16,31
0,129655,12,1,3,31
0,95104,13,1,11,31
0,95064,1,1,605,32
0,95065,2,1,516,32
0,132193,3,4,1748,32
1,95068,3,4,1748,32
2,95061,3,4,1748,32
3,95071,3,4,1748,32
0,95062,4,1,552,32
0,95063,5,1,450,32
0,95067,6,1,344,32
0,95066,7,1,506,32
0,95108,8,1,53,32
0,136176,9,1,39,32
0,95018,10,1,16,32
0,129655,11,1,3,32
0,95104,12,1,11,32
0,95064,1,3,1104,33
1,132193,1,3,1104,33
2,95018,1,3,1104,33
0,95065,2,1,516,33
0,95071,3,1,503,33
0,95062,4,1,552,33
0,95063,5,1,450,33
0,95108,6,4,1311,33
1,95066,6,4,1311,33
2,95068,6,4,1311,33
3,95061,6,4,1311,33
0,95067,7,1,344,33
0,136176,8,1,39,33
0,129655,9,1,3,33
0,95104,10,1,11,33
0,95064,1,2,1089,34
1,132193,1,2,1089,34
0,95061,2,5,2270,34
1,95062,2,5,2270,34
2,95065,2,5,2270,34
3,95066,2,5,2270,34
4,95068,2,5,2270,34
0,95071,3,1,503,34
0,95063,4,1,450,34
0,95067,5,2,396,34
1,95108,5,2,396,34
0,136176,6,1,39,34
0,95018,7,1,16,34
0,129655,8,1,3,34
0,95104,9,1,11,34
0,95064,1,1,605,35
0,95065,2,1,516,35
0,95071,3,1,503,35
0,95068,4,2,919,35
1,95062,4,2,919,35
0,132193,5,2,940,35
1,95063,5,2,940,35
0,95067,6,1,344,35
0,95066,7,1,506,35
0,95061,8,1,378,35
0,95108,9,1,53,35
0,136176,10,1,39,35
0,95018,11,1,16,35
0,129655,12,1,3,35
0,95104,13,1,11,35
0,95064,1,1,605,36
0,136176,2,4,1489,36
1,95065,2,4,1489,36
2,95066,2,4,1489,36
3,95063,2,4,1489,36
0,95071,3,1,503,36
0,95062,4,1,552,36
0,132193,5,1,491,36
0,95108,6,3,814,36
1,95068,6,3,814,36
2,95061,6,3,814,36
0,95067,7,1,344,36
0,95018,8,1,16,36
0,129655,9,1,3,36
0,95104,10,1,11,36
0,95064,1,1,605,37
0,95061,2,5,2270,37
1,95062,2,5,2270,37
2,95065,2,5,2270,37
3,95066,2,5,2270,37
4,95068,2,5,2270,37
0,95071,3,1,503,37
0,132193,4,1,491,37
0,95063,5,1,450,37
0,95067,6,1,344,37
0,95108,7,1,53,37
0,136176,8,1,39,37
0,95018,9,1,16,37
0,129655,10,1,3,37
0,95104,11,1,11,37
0,95064,1,1,605,38
0,95065,2,2,903,38
1,95068,2,2,903,38
0,95071,3,1,503,38
0,95061,4,2,926,38
1,95062,4,2,926,38
0,132193,5,1,491,38
0,95018,6,2,465,38
1,95063,6,2,465,38
0,95067,7,1,344,38
0,95066,8,1,506,38
0,95108,9,1,53,38
0,136176,10,1,39,38
0,129655,11,1,3,38
0,95104,12,1,11,38
0,132193,1,8,3363,39
1,95018,1,8,3363,39
2,95061,1,8,3363,39
3,95062,1,8,3363,39
4,95064,1,8,3363,39
5,95065,1,8,3363,39
6,95066,1,8,3363,39
7,95068,1,8,3363,39
0,95071,2,1,503,39
0,95063,3,1,450,39
0,95067,4,1,344,39
0,95108,5,1,53,39
0,136176,6,1,39,39
0,129655,7,1,3,39
0,95104,8,1,11,39
0,95064,1,1,605,40
0,95065,2,1,516,40
0,95071,3,1,503,40
0,95062,4,1,552,40
0,132193,5,1,491,40
0,95108,6,6,2083,40
1,95061,6,6,2083,40
2,95063,6,6,2083,40
3,95066,6,6,2083,40
4,95067,6,6,2083,40
5,95068,6,6,2083,40
0,136176,7,1,39,40
0,95018,8,1,16,40
0,129655,9,1,3,40
0,95104,10,1,11,40
0,95064,1,1,605,41
0,95065,2,1,516,41
0,95071,3,1,503,41
0,95067,4,3,1268,41
1,95061,4,3,1268,41
2,95062,4,3,1268,41
0,132193,5,1,491,41
0,95063,6,1,450,41
0,95068,7,1,393,41
0,95066,8,1,506,41
0,95108,9,1,53,41
0,136176,10,1,39,41
0,95018,11,1,16,41
0,129655,12,1,3,41
0,95104,13,1,11,41
0,95064,1,2,1089,42
1,132193,1,2,1089,42
0,95065,2,1,516,42
0,95068,3,4,1780,42
1,95061,3,4,1780,42
2,95062,3,4,1780,42
3,95071,3,4,1780,42
0,95063,4,1,450,42
0,95067,5,1,344,42
0,95066,6,1,506,42
0,95108,7,1,53,42
0,136176,8,1,39,42
0,95018,9,1,16,42
0,129655,10,1,3,42
0,95104,11,1,11,42
0,95064,1,2,1089,43
1,132193,1,2,1089,43
0,95062,2,5,2401,43
1,95065,2,5,2401,43
2,95066,2,5,2401,43
3,95068,2,5,2401,43
4,95071,2,5,2401,43
0,95063,3,1,450,43
0,95067,4,1,344,43
0,95061,5,1,378,43
0,95108,6,1,53,43
0,136176,7,1,39,43
0,95018,8,1,16,43
0,129655,9,1,3,43
0,95104,10,1,11,43
0,95064,1,2,657,44
1,95108,1,2,657,44
0,132193,2,5,2243,44
1,95061,2,5,2243,44
2,95065,2,5,2243,44
3,95066,2,5,2243,44
4,95068,2,5,2243,44
0,95071,3,1,503,44
0,95062,4,1,552,44
0,95063,5,1,450,44
0,95067,6,1,344,44
0,136176,7,1,39,44
0,95018,8,1,16,44
0,129655,9,1,3,44
0,95104,10,1,11,44
0,95064,1,1,605,45
0,95065,2,1,516,45
0,95062,3,2,1051,45
1,95071,3,2,1051,45
0,132193,4,1,491,45
0,95063,5,1,450,45
0,95068,6,2,764,45
1,95061,6,2,764,45
0,95067,7,1,344,45
0,95066,8,1,506,45
0,95108,9,1,53,45
0,136176,10,1,39,45
0,95018,11,1,16,45
0,129655,12,1,3,45
0,95104,13,1,11,45
0,95064,1,1,605,46
0,95065,2,4,1879,46
1,95066,2,4,1879,46
2,95068,2,4,1879,46
3,132193,2,4,1879,46
0,95071,3,1,503,46
0,95062,4,1,552,46
0,95063,5,1,450,46
0,95067,6,1,344,46
0,95061,7,1,378,46
0,95108,8,1,53,46
0,136176,9,1,39,46
0,95018,10,1,16,46
0,129655,11,1,3,46
0,95104,12,1,11,46
0,95064,1,1,605,47
0,132193,2,7,3244,47
1,95061,2,7,3244,47
2,95062,2,7,3244,47
3,95065,2,7,3244,47
4,95066,2,7,3244,47
5,95068,2,7,3244,47
6,95071,2,7,3244,47
0,95063,3,1,450,47
0,95067,4,1,344,47
0,95108,5,1,53,47
0,136176,6,1,39,47
0,95018,7,1,16,47
0,129655,8,1,3,47
0,95104,9,1,11,47
0,95064,1,1,605,48
0,95061,2,7,3100,48
1,95062,2,7,3100,48
2,95065,2,7,3100,48
3,95066,2,7,3100,48
4,95067,2,7,3100,48
5,95068,2,7,3100,48
6,95071,2,7,3100,48
0,132193,3,1,491,48
0,95018,4,2,465,48
1,95063,4,2,465,48
0,95108,5,1,53,48
0,136176,6,1,39,48
0,129655,7,1,3,48
0,95104,8,1,11,48
0,95064,1,4,1969,49
1,95068,1,4,1969,49
2,95062,1,4,1969,49
3,95063,1,4,1969,49
0,95065,2,1,516,49
0,95071,3,1,503,49
0,132193,4,1,491,49
0,95067,5,1,344,49
0,95066,6,1,506,49
0,95061,7,1,378,49
0,95108,8,1,53,49
0,136176,9,1,39,49
0,95018,10,1,16,49
0,129655,11,1,3,49
0,95104,12,1,11,49
0,95064,1,4,1418,50
1,95108,1,4,1418,50
2,95061,1,4,1418,50
3,95068,1,4,1418,50
0,95065,2,1,516,50
0,95067,3,2,844,50
1,95071,3,2,844,50
0,95062,4,1,552,50
0,132193,5,1,491,50
0,95063,6,1,450,50
0,95066,7,1,506,50
0,136176,8,1,39,50
0,95018,9,1,16,50
0,129655,10,1,3,50
0,95104,11,1,11,50
0,95064,1,1,605,51
0,136176,2,5,1926,51
1,95065,2,5,1926,51
2,95066,2,5,1926,51
3,95068,2,5,1926,51
4,95071,2,5,1926,51
0,95062,3,1,552,51
0,132193,4,1,491,51
0,95063,5,1,450,51
0,95067,6,1,344,51
0,95061,7,1,378,51
0,95108,8,1,53,51
0,95018,9,1,16,51
0,129655,10,1,3,51
0,95104,11,1,11,51
0,95064,1,1,605,52
0,95065,2,4,1831,52
1,95066,2,4,1831,52
2,95068,2,4,1831,52
3,95063,2,4,1831,52
0,95071,3,1,503,52
0,95062,4,1,552,52
0,132193,5,1,491,52
0,95067,6,1,344,52
0,95061,7,1,378,52
0,95108,8,1,53,52
0,136176,9,1,39,52
0,95018,10,1,16,52
0,129655,11,1,3,52
0,95104,12,1,11,52
0,95064,1,1,605,53
0,95065,2,1,516,53
0,95071,3,1,503,53
0,132193,4,2,1040,53
1,95062,4,2,1040,53
0,95104,5,4,1172,53
1,95067,5,4,1172,53
2,95061,5,4,1172,53
3,95063,5,4,1172,53
0,95066,6,2,891,53
1,95068,6,2,891,53
0,95108,7,1,53,53
0,136176,8,1,39,53
0,95018,9,1,16,53
0,129655,10,1,3,53
0,95064,1,1,605,54
0,95065,2,4,1869,54
1,95068,2,4,1869,54
2,95062,2,4,1869,54
3,95063,2,4,1869,54
0,95071,3,1,503,54
0,132193,4,1,491,54
0,95067,5,1,344,54
0,95066,6,1,506,54
0,95061,7,1,378,54
0,95108,8,1,53,54
0,136176,9,1,39,54
0,95018,10,1,16,54
0,129655,11,1,3,54
0,95104,12,1,11,54
0,95064,1,1,605,55
0,95062,2,6,2685,55
1,95063,2,6,2685,55
2,95065,2,6,2685,55
3,95066,2,6,2685,55
4,95067,2,6,2685,55
5,95068,2,6,2685,55
0,95071,3,1,503,55
0,132193,4,1,491,55
0,95061,5,1,378,55
0,95108,6,1,53,55
0,136176,7,1,39,55
0,95018,8,1,16,55
0,129655,9,1,3,55
0,95104,10,1,11,55
0,95064,1,1,605,56
0,95065,2,2,903,56
1,95068,2,2,903,56
0,95071,3,1,503,56
0,95062,4,1,552,56
0,132193,5,1,491,56
0,95061,6,2,822,56
1,95063,6,2,822,56
0,95067,7,1,344,56
0,95066,8,1,506,56
0,95108,9,1,53,56
0,136176,10,1,39,56
0,95018,11,1,16,56
0,129655,12,1,3,56
0,95104,13,1,11,56
0,95064,1,2,1089,57
1,132193,1,2,1089,57
0,95065,2,2,891,57
1,95061,2,2,891,57
0,95071,3,1,503,57
0,95068,4,2,919,57
1,95062,4,2,919,57
0,95066,5,2,948,57
1,95063,5,2,948,57
0,95067,6,1,344,57
0,95108,7,1,53,57
0,136176,8,1,39,57
0,95018,9,1,16,57
0,129655,10,1,3,57
0,95104,11,1,11,57
0,95064,1,1,605,58
0,95061,2,7,3041,58
1,95062,2,7,3041,58
2,95063,2,7,3041,58
3,95065,2,7,3041,58
4,95066,2,7,3041,58
5,95067,2,7,3041,58
6,95068,2,7,3041,58
0,95071,3,1,503,58
0,132193,4,1,491,58
0,95108,5,1,53,58
0,136176,6,1,39,58
0,95018,7,1,16,58
0,129655,8,1,3,58
0,95104,9,1,11,58
0,95064,1,1,605,59
0,95065,2,1,516,59
0,95071,3,1,503,59
0,95068,4,3,1286,59
1,95061,4,3,1286,59
2,95062,4,3,1286,59
0,132193,5,1,491,59
0,95063,6,1,450,59
0,95067,7,1,344,59
0,95066,8,1,506,59
0,95108,9,1,53,59
0,136176,10,1,39,59
0,95018,11,1,16,59
0,129655,12,1,3,59
0,95104,13,1,11,59
0,95064,1,1,605,60
0,95065,2,2,1010,60
1,95066,2,2,1010,60
0,95071,3,1,503,60
0,95068,4,2,919,60
1,95062,4,2,919,60
0,132193,5,2,866,60
1,95061,5,2,866,60
0,95063,6,1,450,60
0,95067,7,1,344,60
0,95108,8,1,53,60
0,136176,9,1,39,60
0,95018,10,1,16,60
0,129655,11,1,3,60
0,95104,12,1,11,60
0,95064,1,1,605,61
0,95065,2,1,516,61
0,95071,3,1,503,61
0,95066,4,3,1414,61
1,95068,4,3,1414,61
2,95062,4,3,1414,61
0,132193,5,3,1309,61
1,95061,5,3,1309,61
2,95063,5,3,1309,61
0,95067,6,1,344,61
0,95108,7,1,53,61
0,136176,8,1,39,61
0,95018,9,1,16,61
0,129655,10,1,3,61
0,95104,11,1,11,61
0,95064,1,1,605,62
0,95065,2,2,568,62
1,95108,2,2,568,62
0,95067,3,2,844,62
1,95071,3,2,844,62
0,95066,4,3,1414,62
1,95068,4,3,1414,62
2,95062,4,3,1414,62
0,132193,5,1,491,62
0,95063,6,1,450,62
0,95061,7,1,378,62
0,136176,8,1,39,62
0,95018,9,1,16,62
0,129655,10,1,3,62
0,95104,11,1,11,62
0,95064,1,1,605,63
0,95065,2,1,516,63
0,95061,3,2,879,63
1,95071,3,2,879,63
0,95066,4,4,1853,63
1,95068,4,4,1853,63
2,95062,4,4,1853,63
3,95063,4,4,1853,63
0,132193,5,1,491,63
0,95067,6,1,344,63
0,95108,7,1,53,63
0,136176,8,1,39,63
0,95018,9,1,16,63
0,129655,10,1,3,63
0,95104,11,1,11,63
0,95064,1,1,605,64
0,95061,2,5,2270,64
1,95062,2,5,2270,64
2,95065,2,5,2270,64
3,95066,2,5,2270,64
4,95068,2,5,2270,64
0,95071,3,1,503,64
0,132193,4,1,491,64
0,95063,5,1,450,64
0,95067,6,1,344,64
0,95108,7,1,53,64
0,136176,8,1,39,64
0,95018,9,1,16,64
0,129655,10,1,3,64
0,95104,11,1,11,64
0,95064,1,1,605,65
0,95061,2,5,2270,65
1,95062,2,5,2270,65
2,95065,2,5,2270,65
3,95066,2,5,2270,65
4,95068,2,5,2270,65
0,95071,3,1,503,65
0,132193,4,1,491,65
0,95063,5,1,450,65
0,95067,6,1,344,65
0,95108,7,1,53,65
0,136176,8,1,39,65
0,95018,9,1,16,65
0,129655,10,1,3,65
0,95104,11,1,11,65
0,95064,1,1,605,66
0,95065,2,1,516,66
0,95071,3,1,503,66
0,95066,4,3,1414,66
1,95068,4,3,1414,66
2,95062,4,3,1414,66
0,132193,5,1,491,66
0,95063,6,1,450,66
0,95067,7,1,344,66
0,95108,8,2,429,66
1,95061,8,2,429,66
0,136176,9,1,39,66
0,95018,10,1,16,66
0,129655,11,1,3,66
0,95104,12,1,11,66
0,95064,1,1,605,67
0,132193,2,7,2809,67
1,95108,2,7,2809,67
2,95061,2,7,2809,67
3,95062,2,7,2809,67
4,95065,2,7,2809,67
5,95068,2,7,2809,67
6,95071,2,7,2809,67
0,95063,3,1,450,67
0,95067,4,1,344,67
0,95066,5,1,506,67
0,136176,6,1,39,67
0,95018,7,1,16,67
0,129655,8,1,3,67
0,95104,9,1,11,67
0,95064,1,1,605,68
0,95065,2,1,516,68
0,95071,3,1,503,68
0,95068,4,2,919,68
1,95062,4,2,919,68
0,132193,5,1,491,68
0,95066,6,2,948,68
1,95063,6,2,948,68
0,95067,7,1,344,68
0,95061,8,1,378,68
0,95108,9,1,53,68
0,136176,10,1,39,68
0,95018,11,1,16,68
0,129655,12,1,3,68
0,95104,13,1,11,68
0,95064,1,1,605,69
0,95065,2,1,516,69
0,95071,3,1,503,69
0,95062,4,1,552,69
0,132193,5,1,491,69
0,95067,6,2,791,69
1,95063,6,2,791,69
0,95066,7,2,891,69
1,95068,7,2,891,69
0,95061,8,1,378,69
0,95108,9,1,53,69
0,136176,10,1,39,69
0,95018,11,1,16,69
0,129655,12,1,3,69
0,95104,13,1,11,69
0,95064,1,1,605,70
0,95065,2,1,516,70
0,132193,3,6,2756,70
1,95061,3,6,2756,70
2,95062,3,6,2756,70
3,95066,3,6,2756,70
4,95068,3,6,2756,70
5,95071,3,6,2756,70
0,95063,4,1,450,70
0,95067,5,1,344,70
0,95108,6,1,53,70
0,136176,7,1,39,70
0,95018,8,1,16,70
